XX,Start,End,Term,Ontology,Identifier,Test_no
00000,21133,21150,Estrogen Receptor,Gene,2099,476
00000,21325,21342,Estrogen Receptor,Gene,2099,476
00000,21477,21494,estrogen receptor,Gene,2099,476
00000,21725,21738,ERa-HeLa-9903,CellLine,CVCL:2485,476
00000,21765,21770,human,Species,9606,476
00000,21780,21785,tumor,Disease,MESH:D009369,476
00000,21795,21798,BG1,CellLine,CVCL:6570,476
00000,21824,21827,BG1,CellLine,CVCL:6570,476
00000,21832,21834,E2,CellLine,CVCL:6769,476
00000,21861,21866,human,Species,9606,476
00000,21867,21889,ovarian adenocarcinoma,Disease,MESH:D010051,476
00000,22854,22871,Estrogen Receptor,Gene,2099,476
00000,23046,23063,Estrogen Receptor,Gene,2099,476
00000,23198,23215,estrogen receptor,Gene,2099,476
00000,23446,23459,ERa-HeLa-9903,CellLine,CVCL:2485,476
00000,23486,23491,human,Species,9606,476
00000,23501,23506,tumor,Disease,MESH:D009369,476
00000,23516,23519,BG1,CellLine,CVCL:6570,476
00000,23545,23548,BG1,CellLine,CVCL:6570,476
00000,23553,23555,E2,CellLine,CVCL:6769,476
00000,23582,23587,human,Species,9606,476
00000,23588,23610,ovarian adenocarcinoma,Disease,MESH:D010051,476
00000,24531,24544,rainbow trout,Species,8022,476
00000,24670,24683,rainbow trout,Species,8022,476
00000,24686,24705,Oncorhynchus mykiss,Species,8022,476
00000,25440,25453,rainbow trout,Species,8022,476
00000,25533,25546,rainbow trout,Species,8022,476
00000,25549,25568,Oncorhynchus mykiss,Species,8022,476
00000,26351,26368,Estrogen Receptor,Gene,100136026,476
00000,26528,26545,Estrogen Receptor,Gene,100136026,476
00000,26658,26675,estrogen receptor,Gene,100136026,476
00000,26890,26903,ERa-HeLa-9903,CellLine,CVCL:2485,476
00000,26930,26935,human,Species,9606,476
00000,26945,26950,tumor,Disease,MESH:D009369,476
00000,26960,26963,BG1,CellLine,CVCL:6570,476
00000,26989,26992,BG1,CellLine,CVCL:6570,476
00000,26997,26999,E2,CellLine,CVCL:6769,476
00000,27026,27031,human,Species,9606,476
00000,27032,27054,ovarian adenocarcinoma,Disease,MESH:D010051,476
00000,27886,27895,Mammalian,Species,9606,476
00000,27956,27969,Guideline 482,Chemical,MESH:C056814,476
00000,28043,28052,Mammalian,Species,9606,476
00000,28475,28485,eye damage,Disease,MESH:D005131,476
00000,28540,28554,eye irritation,Disease,MESH:D005128,476
00000,28566,28576,eye damage,Disease,MESH:D005131,476
00000,29721,29733,cytotoxicity,Disease,MESH:D064420,476
00000,29838,29842,SIRC,CellLine,CVCL:2724,476
00000,29873,29886,polycarbonate,Chemical,MESH:C028237,476
00000,29950,29962,cytotoxicity,Disease,MESH:D064420,476
00000,30019,30023,SIRC,CellLine,CVCL:2724,476
00000,30132,30145,ocular damage,Disease,MESH:D009422,476
00000,30351,30385,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,476
00000,30891,30896,Human,Species,9606,476
00000,30909,30926,Estrogen Receptor,Gene,2099,476
00000,31100,31105,human,Species,9606,476
00000,31160,31177,estrogen receptor,Gene,2099,476
00000,31315,31332,estrogen receptor,Gene,2099,476
00000,31540,31557,Estrogen Receptor,Gene,2099,476
00000,31597,31602,Human,Species,9606,476
00000,31687,31704,Estrogen Receptor,Gene,2099,476
00000,31727,31732,Human,Species,9606,476
00000,31838,31851,17b-estradiol,Chemical,MESH:D020381,476
00000,86,99,rainbow trout,Species,8022,319A
00000,134,138,442E,Chemical,319A
00000,376,381,human,Species,9606,319A
00000,405,423,skin sensitisation,Disease,MESH:D012871,319A
00000,586,589,AOP,Chemical,MESH:C111989,319A
00000,615,633,Skin sensitisation,Disease,MESH:D012871,319A
00000,911,914,AOP,Chemical,MESH:C111989,319A
00000,924,929,human,Species,9606,319A
00000,983,987,U937,CellLine,CVCL:0007,319A
00000,1019,1023,SENS,Gene,284252,319A
00000,1038,1051,Interleukin-8,Gene,3576,319A
00000,1075,1079,IL-8,Gene,3576,319A
00000,1429,1433,CD54,Gene,3383,319A
00000,1435,1439,CD86,Gene,942,319A
00000,1459,1463,IL-8,Gene,3576,319A
00000,1545,1549,SENS,Gene,284252,319A
00000,1659,1671,fluorochrome,Chemical,MESH:D005456,319A
00000,1698,1702,IL-8,Gene,3576,319A
00000,1729,1733,IL-8,Gene,3576,319A
00000,1832,1836,IL-8,Gene,3576,319A
00000,2102,2111,Mammalian,Species,9606,319A
00000,2864,2871,mitosis,Disease,OMIM:604588,319A
00000,3062,3069,mitosis,Disease,OMIM:604588,319A
00000,3127,3132,Human,Species,9606,319A
00000,3434,3439,human,Species,9606,319A
00000,3571,3576,human,Species,9606,319A
00000,4449,4453,IL-2,Gene,3558,319A
00000,4502,4506,IL-2,Gene,3558,319A
00000,4813,4817,IL-2,Gene,3558,319A
00000,4819,4824,IFN-g,Gene,3458,319A
00000,4829,4834,GAPDH,Gene,2597,319A
00000,5046,5050,Nrf2,Gene,4780,319A
00000,5114,5119,human,Species,9606,319A
00000,5143,5161,skin sensitisation,Disease,MESH:D012871,319A
00000,5202,5220,Skin sensitisation,Disease,MESH:D012871,319A
00000,5481,5485,Nrf2,Gene,4780,319A
00000,5688,5706,skin sensitisation,Disease,MESH:D012871,319A
00000,5987,5991,Nrf2,Gene,4780,319A
00000,6336,6340,Nrf2,Gene,4780,319A
00000,6554,6558,Nrf2,Gene,4780,319A
00000,6679,6683,Nrf2,Gene,4780,319A
00000,6916,6925,Mammalian,Species,9606,319A
00000,7087,7096,mammalian,Species,9606,319A
00000,7112,7134,Structural aberrations,Disease,MESH:D002869,319A
00000,7207,7216,Mammalian,Species,9606,319A
00000,7969,7976,mitosis,Disease,OMIM:604588,319A
00000,8167,8174,mitosis,Disease,OMIM:604588,319A
00000,8202,8211,Mammalian,Species,9606,319A
00000,8373,8382,mammalian,Species,9606,319A
00000,8398,8420,Structural aberrations,Disease,MESH:D002869,319A
00000,8493,8502,Mammalian,Species,9606,319A
00000,9255,9262,mitosis,Disease,OMIM:604588,319A
00000,9453,9460,mitosis,Disease,OMIM:604588,319A
00000,9846,9855,Mammalian,Species,9606,319A
00000,10016,10025,mammalian,Species,9606,319A
00000,10041,10063,Structural aberrations,Disease,MESH:D002869,319A
00000,10201,10214,Guideline 435,Chemical,MESH:C002099,319A
00000,10669,10678,Mammalian,Species,9606,319A
00000,10715,10724,mammalian,Species,9606,319A
00000,10897,10906,thymidine,Chemical,MESH:D013936,319A
00000,10923,10958,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,319A
00000,10972,10976,HPRT,Gene,3251,319A
00000,10998,11028,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,319A
00000,11057,11061,HPRT,Gene,3251,319A
00000,11156,11169,Phototoxicity,Disease,MESH:D017484,319A
00000,11186,11191,Human,Species,9606,319A
00000,11202,11245,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,319A
00000,11459,11464,human,Species,9606,319A
00000,11475,11488,phototoxicity,Disease,MESH:D017484,319A
00000,11527,11537,phototoxic,Disease,MESH:D017484,319A
00000,11610,11615,human,Species,9606,319A
00000,11691,11704,Phototoxicity,Disease,MESH:D017484,319A
00000,11924,11934,phototoxic,Disease,MESH:D017484,319A
00000,12093,12098,Human,Species,9606,319A
00000,12400,12405,human,Species,9606,319A
00000,12537,12542,human,Species,9606,319A
00000,13342,13355,Phototoxicity,Disease,MESH:D017484,319A
00000,13417,13429,cytotoxicity,Disease,MESH:D064420,319A
00000,13601,13606,Human,Species,9606,319A
00000,13907,13912,human,Species,9606,319A
00000,14044,14049,human,Species,9606,319A
00000,14919,14924,Human,Species,9606,319A
00000,15620,15642,defines skin corrosion,Disease,MESH:D012871,319A
00000,15775,15789,skin corrosion,Disease,MESH:D012871,319A
00000,15805,15810,human,Species,9606,319A
00000,16404,16409,Human,Species,9606,319A
00000,16478,16483,human,Species,9606,319A
00000,16507,16521,skin corrosion,Disease,MESH:D012871,319A
00000,16562,16576,Skin corrosion,Disease,MESH:D012871,319A
00000,16659,16667,necrosis,Disease,MESH:D009336,319A
00000,16815,16824,Mammalian,Species,9606,319A
00000,16860,16864,Hprt,Gene,3251,319A
00000,16892,16901,mammalian,Species,9606,319A
00000,17056,17091,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,319A
00000,17105,17109,HPRT,Gene,3251,319A
00000,17134,17164,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,319A
00000,17189,17193,HPRT,Gene,3251,319A
00000,17288,17297,Mammalian,Species,9606,319A
00000,17333,17342,Thymidine,Chemical,MESH:D013936,319A
00000,17367,17376,mammalian,Species,9606,319A
00000,17509,17518,mammalian,Species,9606,319A
00000,17607,17611,7.2C,CellLine,CVCL:J025,319A
00000,17626,17631,mouse,Species,10090,319A
00000,17632,17640,lymphoma,Disease,MESH:D008223,319A
00000,17648,17651,MLA,Chemical,MESH:C521086,319A
00000,17813,17822,Mammalian,Species,9606,319A
00000,17858,17862,Hprt,Gene,3251,319A
00000,17890,17899,mammalian,Species,9606,319A
00000,18054,18089,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,319A
00000,18103,18107,HPRT,Gene,3251,319A
00000,18132,18162,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,319A
00000,18187,18191,HPRT,Gene,3251,319A
00000,18286,18300,skin corrosion,Disease,MESH:D012871,319A
00000,18316,18321,human,Species,9606,319A
00000,18885,18894,Mammalian,Species,9606,319A
00000,18930,18939,Thymidine,Chemical,MESH:D013936,319A
00000,18964,18973,mammalian,Species,9606,319A
00000,19106,19115,mammalian,Species,9606,319A
00000,19204,19208,7.2C,CellLine,CVCL:J025,319A
00000,19223,19228,mouse,Species,10090,319A
00000,19229,19237,lymphoma,Disease,MESH:D008223,319A
00000,19245,19248,MLA,Chemical,MESH:C521086,319A
00000,19514,19519,human,Species,9606,319A
00000,19536,19550,skin corrosion,Disease,MESH:D012871,319A
00000,19571,19574,rat,Species,10116,319A
00000,19945,19950,Human,Species,9606,319A
00000,20019,20024,human,Species,9606,319A
00000,20048,20062,skin corrosion,Disease,MESH:D012871,319A
00000,20103,20117,Skin corrosion,Disease,MESH:D012871,319A
00000,20200,20208,necrosis,Disease,MESH:D009336,319A
00000,20467,20472,human,Species,9606,319A
00000,20496,20510,skin corrosion,Disease,MESH:D012871,319A
00000,20551,20565,Skin corrosion,Disease,MESH:D012871,319A
00000,20648,20656,necrosis,Disease,MESH:D009336,319A
00000,20859,20868,Mammalian,Species,9606,319A
00000,20920,20933,Guideline 479,Chemical,MESH:C000596309,319A
00000,20999,21008,Mammalian,Species,9606,319A
00000,21162,21179,Estrogen Receptor,Gene,2099,319A
00000,21354,21371,Estrogen Receptor,Gene,2099,319A
00000,21506,21523,estrogen receptor,Gene,2099,319A
00000,21754,21767,ERa-HeLa-9903,CellLine,CVCL:2485,319A
00000,21794,21799,human,Species,9606,319A
00000,21809,21814,tumor,Disease,MESH:D009369,319A
00000,21824,21827,BG1,CellLine,CVCL:6570,319A
00000,21853,21856,BG1,CellLine,CVCL:6570,319A
00000,21861,21863,E2,CellLine,CVCL:6769,319A
00000,21890,21895,human,Species,9606,319A
00000,21896,21918,ovarian adenocarcinoma,Disease,MESH:D010051,319A
00000,22883,22900,Estrogen Receptor,Gene,2099,319A
00000,23075,23092,Estrogen Receptor,Gene,2099,319A
00000,23227,23244,estrogen receptor,Gene,2099,319A
00000,23475,23488,ERa-HeLa-9903,CellLine,CVCL:2485,319A
00000,23515,23520,human,Species,9606,319A
00000,23530,23535,tumor,Disease,MESH:D009369,319A
00000,23545,23548,BG1,CellLine,CVCL:6570,319A
00000,23574,23577,BG1,CellLine,CVCL:6570,319A
00000,23582,23584,E2,CellLine,CVCL:6769,319A
00000,23611,23616,human,Species,9606,319A
00000,23617,23639,ovarian adenocarcinoma,Disease,MESH:D010051,319A
00000,24560,24573,rainbow trout,Species,8022,319A
00000,24699,24712,rainbow trout,Species,8022,319A
00000,24715,24734,Oncorhynchus mykiss,Species,8022,319A
00000,25469,25482,rainbow trout,Species,8022,319A
00000,25562,25575,rainbow trout,Species,8022,319A
00000,25578,25597,Oncorhynchus mykiss,Species,8022,319A
00000,26380,26397,Estrogen Receptor,Gene,100136026,319A
00000,26557,26574,Estrogen Receptor,Gene,100136026,319A
00000,26687,26704,estrogen receptor,Gene,100136026,319A
00000,26919,26932,ERa-HeLa-9903,CellLine,CVCL:2485,319A
00000,26959,26964,human,Species,9606,319A
00000,26974,26979,tumor,Disease,MESH:D009369,319A
00000,26989,26992,BG1,CellLine,CVCL:6570,319A
00000,27018,27021,BG1,CellLine,CVCL:6570,319A
00000,27026,27028,E2,CellLine,CVCL:6769,319A
00000,27055,27060,human,Species,9606,319A
00000,27061,27083,ovarian adenocarcinoma,Disease,MESH:D010051,319A
00000,27915,27924,Mammalian,Species,9606,319A
00000,27985,27998,Guideline 482,Chemical,MESH:C056814,319A
00000,28072,28081,Mammalian,Species,9606,319A
00000,28504,28514,eye damage,Disease,MESH:D005131,319A
00000,28569,28583,eye irritation,Disease,MESH:D005128,319A
00000,28595,28605,eye damage,Disease,MESH:D005131,319A
00000,29750,29762,cytotoxicity,Disease,MESH:D064420,319A
00000,29867,29871,SIRC,CellLine,CVCL:2724,319A
00000,29902,29915,polycarbonate,Chemical,MESH:C028237,319A
00000,29979,29991,cytotoxicity,Disease,MESH:D064420,319A
00000,30048,30052,SIRC,CellLine,CVCL:2724,319A
00000,30161,30174,ocular damage,Disease,MESH:D009422,319A
00000,30380,30414,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,319A
00000,30920,30925,Human,Species,9606,319A
00000,30938,30955,Estrogen Receptor,Gene,2099,319A
00000,31129,31134,human,Species,9606,319A
00000,31189,31206,estrogen receptor,Gene,2099,319A
00000,31344,31361,estrogen receptor,Gene,2099,319A
00000,31569,31586,Estrogen Receptor,Gene,2099,319A
00000,31626,31631,Human,Species,9606,319A
00000,31716,31733,Estrogen Receptor,Gene,2099,319A
00000,31756,31761,Human,Species,9606,319A
00000,31867,31880,17b-estradiol,Chemical,MESH:D020381,319A
00000,59,64,Human,Species,9606,439
00000,100,104,442E,Chemical,439
00000,342,347,human,Species,9606,439
00000,371,389,skin sensitisation,Disease,MESH:D012871,439
00000,552,555,AOP,Chemical,MESH:C111989,439
00000,581,599,Skin sensitisation,Disease,MESH:D012871,439
00000,877,880,AOP,Chemical,MESH:C111989,439
00000,890,895,human,Species,9606,439
00000,949,953,U937,CellLine,CVCL:0007,439
00000,985,989,SENS,Gene,284252,439
00000,1004,1017,Interleukin-8,Gene,3576,439
00000,1041,1045,IL-8,Gene,3576,439
00000,1395,1399,CD54,Gene,3383,439
00000,1401,1405,CD86,Gene,942,439
00000,1425,1429,IL-8,Gene,3576,439
00000,1511,1515,SENS,Gene,284252,439
00000,1625,1637,fluorochrome,Chemical,MESH:D005456,439
00000,1664,1668,IL-8,Gene,3576,439
00000,1695,1699,IL-8,Gene,3576,439
00000,1798,1802,IL-8,Gene,3576,439
00000,2068,2077,Mammalian,Species,9606,439
00000,2830,2837,mitosis,Disease,OMIM:604588,439
00000,3028,3035,mitosis,Disease,OMIM:604588,439
00000,3093,3098,Human,Species,9606,439
00000,3400,3405,human,Species,9606,439
00000,3537,3542,human,Species,9606,439
00000,4415,4419,IL-2,Gene,3558,439
00000,4468,4472,IL-2,Gene,3558,439
00000,4779,4783,IL-2,Gene,3558,439
00000,4785,4790,IFN-g,Gene,3458,439
00000,4795,4800,GAPDH,Gene,2597,439
00000,5012,5016,Nrf2,Gene,4780,439
00000,5080,5085,human,Species,9606,439
00000,5109,5127,skin sensitisation,Disease,MESH:D012871,439
00000,5168,5186,Skin sensitisation,Disease,MESH:D012871,439
00000,5447,5451,Nrf2,Gene,4780,439
00000,5654,5672,skin sensitisation,Disease,MESH:D012871,439
00000,5953,5957,Nrf2,Gene,4780,439
00000,6302,6306,Nrf2,Gene,4780,439
00000,6520,6524,Nrf2,Gene,4780,439
00000,6645,6649,Nrf2,Gene,4780,439
00000,6882,6891,Mammalian,Species,9606,439
00000,7053,7062,mammalian,Species,9606,439
00000,7078,7100,Structural aberrations,Disease,MESH:D002869,439
00000,7173,7182,Mammalian,Species,9606,439
00000,7935,7942,mitosis,Disease,OMIM:604588,439
00000,8133,8140,mitosis,Disease,OMIM:604588,439
00000,8168,8177,Mammalian,Species,9606,439
00000,8339,8348,mammalian,Species,9606,439
00000,8364,8386,Structural aberrations,Disease,MESH:D002869,439
00000,8459,8468,Mammalian,Species,9606,439
00000,9221,9228,mitosis,Disease,OMIM:604588,439
00000,9419,9426,mitosis,Disease,OMIM:604588,439
00000,9812,9821,Mammalian,Species,9606,439
00000,9982,9991,mammalian,Species,9606,439
00000,10007,10029,Structural aberrations,Disease,MESH:D002869,439
00000,10167,10180,Guideline 435,Chemical,MESH:C002099,439
00000,10635,10644,Mammalian,Species,9606,439
00000,10681,10690,mammalian,Species,9606,439
00000,10863,10872,thymidine,Chemical,MESH:D013936,439
00000,10889,10924,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,439
00000,10938,10942,HPRT,Gene,3251,439
00000,10964,10994,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,439
00000,11023,11027,HPRT,Gene,3251,439
00000,11122,11135,Phototoxicity,Disease,MESH:D017484,439
00000,11152,11157,Human,Species,9606,439
00000,11168,11211,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,439
00000,11425,11430,human,Species,9606,439
00000,11441,11454,phototoxicity,Disease,MESH:D017484,439
00000,11493,11503,phototoxic,Disease,MESH:D017484,439
00000,11576,11581,human,Species,9606,439
00000,11657,11670,Phototoxicity,Disease,MESH:D017484,439
00000,11890,11900,phototoxic,Disease,MESH:D017484,439
00000,12059,12064,Human,Species,9606,439
00000,12366,12371,human,Species,9606,439
00000,12503,12508,human,Species,9606,439
00000,13308,13321,Phototoxicity,Disease,MESH:D017484,439
00000,13383,13395,cytotoxicity,Disease,MESH:D064420,439
00000,13567,13572,Human,Species,9606,439
00000,13873,13878,human,Species,9606,439
00000,14010,14015,human,Species,9606,439
00000,14885,14890,Human,Species,9606,439
00000,15586,15608,defines skin corrosion,Disease,MESH:D012871,439
00000,15741,15755,skin corrosion,Disease,MESH:D012871,439
00000,15771,15776,human,Species,9606,439
00000,16370,16375,Human,Species,9606,439
00000,16444,16449,human,Species,9606,439
00000,16473,16487,skin corrosion,Disease,MESH:D012871,439
00000,16528,16542,Skin corrosion,Disease,MESH:D012871,439
00000,16625,16633,necrosis,Disease,MESH:D009336,439
00000,16781,16790,Mammalian,Species,9606,439
00000,16826,16830,Hprt,Gene,3251,439
00000,16858,16867,mammalian,Species,9606,439
00000,17022,17057,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,439
00000,17071,17075,HPRT,Gene,3251,439
00000,17100,17130,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,439
00000,17155,17159,HPRT,Gene,3251,439
00000,17254,17263,Mammalian,Species,9606,439
00000,17299,17308,Thymidine,Chemical,MESH:D013936,439
00000,17333,17342,mammalian,Species,9606,439
00000,17475,17484,mammalian,Species,9606,439
00000,17573,17577,7.2C,CellLine,CVCL:J025,439
00000,17592,17597,mouse,Species,10090,439
00000,17598,17606,lymphoma,Disease,MESH:D008223,439
00000,17614,17617,MLA,Chemical,MESH:C521086,439
00000,17779,17788,Mammalian,Species,9606,439
00000,17824,17828,Hprt,Gene,3251,439
00000,17856,17865,mammalian,Species,9606,439
00000,18020,18055,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,439
00000,18069,18073,HPRT,Gene,3251,439
00000,18098,18128,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,439
00000,18153,18157,HPRT,Gene,3251,439
00000,18252,18266,skin corrosion,Disease,MESH:D012871,439
00000,18282,18287,human,Species,9606,439
00000,18851,18860,Mammalian,Species,9606,439
00000,18896,18905,Thymidine,Chemical,MESH:D013936,439
00000,18930,18939,mammalian,Species,9606,439
00000,19072,19081,mammalian,Species,9606,439
00000,19170,19174,7.2C,CellLine,CVCL:J025,439
00000,19189,19194,mouse,Species,10090,439
00000,19195,19203,lymphoma,Disease,MESH:D008223,439
00000,19211,19214,MLA,Chemical,MESH:C521086,439
00000,19480,19485,human,Species,9606,439
00000,19502,19516,skin corrosion,Disease,MESH:D012871,439
00000,19537,19540,rat,Species,10116,439
00000,19911,19916,Human,Species,9606,439
00000,19985,19990,human,Species,9606,439
00000,20014,20028,skin corrosion,Disease,MESH:D012871,439
00000,20069,20083,Skin corrosion,Disease,MESH:D012871,439
00000,20166,20174,necrosis,Disease,MESH:D009336,439
00000,20433,20438,human,Species,9606,439
00000,20462,20476,skin corrosion,Disease,MESH:D012871,439
00000,20517,20531,Skin corrosion,Disease,MESH:D012871,439
00000,20614,20622,necrosis,Disease,MESH:D009336,439
00000,20825,20834,Mammalian,Species,9606,439
00000,20886,20899,Guideline 479,Chemical,MESH:C000596309,439
